district,population,metric,N,replicates,across_seed_mean,between_seed_sd,seed_min,seed_max,between_seed_cv_pct,N_prev,abs_change,successive_rel_change_pct,binomial_mc_se,adequate
Barisal,adult,P50_HI,1000,5,0.3525221991334122,0.06508912633140572,0.2934629484933018,0.46039592504249344,18.463837594174517,,,,,False
Barisal,adult,P50_HI,5000,5,0.3895837164595264,0.03786493212989013,0.3491693410802834,0.43638981193286513,9.719331309326913,1000.0,0.03706151732611418,9.513107391377451,,False
Barisal,adult,P50_HI,10000,5,0.36202023871847716,0.011490790433185204,0.34779994089197713,0.3796546091912346,3.174074044551124,5000.0,0.027563477741049225,7.613794697948861,,False
Barisal,adult,P50_HI,20000,5,0.3642513003204058,0.007756916864304185,0.3526148970490173,0.3708822286236007,2.1295509055097344,10000.0,0.002231061601928652,0.6125061461595736,,True
Barisal,adult,P95_ELCR,1000,5,0.014031935529812231,0.0020317865945684976,0.010916026189252264,0.01629462596466516,14.479731539898873,,,,,False
Barisal,adult,P95_ELCR,5000,5,0.01470581105839624,0.0010266199686137366,0.013561457390064298,0.015788010690939398,6.981049630904859,1000.0,0.000673875528584009,4.582375809862331,,False
Barisal,adult,P95_ELCR,10000,5,0.01464521301745959,0.0006551660722310472,0.014093647668758395,0.01564163088531582,4.4735851329030005,5000.0,6.059804093665015e-05,0.41377370793041357,,True
Barisal,adult,P95_ELCR,20000,5,0.014931634019431062,0.00034574832356870107,0.014591794331400263,0.015470270941369766,2.3155424457816647,10000.0,0.00028642100197147184,1.9182160612746206,,True
Barisal,adult,P95_HI,1000,5,31.283447307718482,4.528072237767959,24.284526045522043,36.28008739409646,14.474339075319106,,,,,False
Barisal,adult,P95_HI,5000,5,32.774798638093635,2.3248952937219594,30.239244656864155,35.292948822895234,7.093545621420752,1000.0,1.4913513303751529,4.5502989868617485,,False
Barisal,adult,P95_HI,10000,5,32.628093658737825,1.4444190368423195,31.406414771062938,34.82338165928123,4.426918262371431,5000.0,0.1467049793558104,0.44962779894596355,,True
Barisal,adult,P95_HI,20000,5,33.26534022150356,0.7640999206480554,32.52478414077546,34.453595648272724,2.296985136962832,10000.0,0.637246562765732,1.9156472127520876,,True
Barisal,adult,P_HI_gt_1,1000,5,0.3948,0.015642889758609155,0.378,0.411,3.9622314484825623,,,,0.015457456453116728,False
Barisal,adult,P_HI_gt_1,5000,5,0.41175999999999996,0.006567191180405815,0.4026,0.4182,1.5949075141844318,1000.0,0.016959999999999975,4.118904216048178,0.006960081930552255,False
Barisal,adult,P_HI_gt_1,10000,5,0.40646000000000004,0.0033313660861574216,0.4031,0.412,0.8196049023661421,5000.0,0.005299999999999916,1.3039413472420203,0.004911723408336426,True
Barisal,adult,P_HI_gt_1,20000,5,0.40506000000000003,0.004895840070917349,0.3972,0.4089,1.2086703379542163,10000.0,0.0014000000000000123,0.34562780822594485,0.0034712130185282496,True
Barisal,adult,P_HI_gt_2,1000,5,0.3182,0.013084341787036909,0.305,0.34,4.11198673382681,,,,0.01472918056104955,False
Barisal,adult,P_HI_gt_2,5000,5,0.34296,0.003707829553795578,0.3366,0.346,1.0811259487390885,1000.0,0.024760000000000004,7.219500816421742,0.006713247178526946,False
Barisal,adult,P_HI_gt_2,10000,5,0.33276,0.0035139721114430993,0.3297,0.3379,1.0560079671364044,5000.0,0.010199999999999987,3.0652722683014746,0.004712014244460642,False
Barisal,adult,P_HI_gt_2,20000,5,0.33388999999999996,0.0035664057536965678,0.3278,0.33725,1.0681379357562575,10000.0,0.0011299999999999644,0.33843481386084173,0.003334722386496363,True
Barisal,adult,mean_HI,1000,5,5.726540639914092,0.6288841218214516,4.662038829840865,6.242026062668504,10.98192017425176,,,,,False
Barisal,adult,mean_HI,5000,5,6.489460557201416,0.3204781865366058,6.0742572389617,6.788901341807964,4.938441087849254,1000.0,0.7629199172873236,11.756291768207205,,False
Barisal,adult,mean_HI,10000,5,6.4121465991129,0.19892457317881293,6.159459674689664,6.710946085962596,3.1023085655330074,5000.0,0.07731395808851627,1.2057422096246584,,True
Barisal,adult,mean_HI,20000,5,6.402993458558075,0.12619993983689817,6.280115720307857,6.576883457081042,1.9709521906230063,10000.0,0.009153140554825079,0.14295095901732072,,True
Barisal,child,P50_HI,1000,5,1.9247369572246413,0.3060171718138231,1.5549895117805494,2.281896456907016,15.899168489759871,,,,,False
Barisal,child,P50_HI,5000,5,1.9282114753325743,0.14223906957897609,1.7290013213487199,2.0960445556134015,7.376735975209511,1000.0,0.003474518107932978,0.18019383000164438,,False
Barisal,child,P50_HI,10000,5,1.983463073411561,0.1808190167550491,1.8337153363994827,2.286817194527662,9.116328868378677,5000.0,0.05525159807898672,2.785612639813548,,False
Barisal,child,P50_HI,20000,5,1.9240469579132156,0.07236887361223093,1.8138498221454222,1.9992522572938771,3.7612841679665046,10000.0,0.05941611549834547,3.088080322259237,,True
Barisal,child,P95_ELCR,1000,5,0.006403246779209904,0.0006571786245887362,0.005610131292032125,0.007235887202037327,10.263209388125839,,,,,False
Barisal,child,P95_ELCR,5000,5,0.006851509425359252,0.0001978563700699837,0.006572244598504207,0.007066681413586086,2.8877778280164783,1000.0,0.00044826264614934806,6.542538560776246,,False
Barisal,child,P95_ELCR,10000,5,0.006919474788572561,0.0002617953421403987,0.006671143615624636,0.007316220090883541,3.7834568394229997,5000.0,6.796536321330895e-05,0.9822329770686212,,True
Barisal,child,P95_ELCR,20000,5,0.006904036105500446,8.772112927805564e-05,0.006812215824821027,0.006997732001524215,1.2705774989816205,10000.0,1.5438683072114927e-05,0.2236182261534659,,True
Barisal,child,P95_HI,1000,5,166.20595496866514,17.053580274464526,145.56506873274915,187.7033880559386,10.260510989320233,,,,,False
Barisal,child,P95_HI,5000,5,177.8002500746772,5.063361998877138,170.66777380340528,183.31245941683002,2.8477811458366875,1000.0,11.594295106012055,6.520966703445231,,False
Barisal,child,P95_HI,10000,5,179.65030360171426,6.818430642018167,173.1514269762355,190.0035888656529,3.7953905478137493,5000.0,1.850053527037062,1.0298081828676677,,True
Barisal,child,P95_HI,20000,5,179.1931181821727,2.363011611600126,176.74747992131438,181.72820565327146,1.3186955144102257,10000.0,0.45718541954155967,0.2551355901272795,,True
Barisal,child,P_HI_gt_1,1000,5,0.5536,0.014673104647619742,0.535,0.568,2.650488556289693,,,,0.01572027480675831,False
Barisal,child,P_HI_gt_1,5000,5,0.55404,0.007792817205606734,0.5432,0.562,1.4065441494489088,1000.0,0.00043999999999999595,0.07941664861742762,0.007029646910051742,True
Barisal,child,P_HI_gt_1,10000,5,0.55594,0.00673520601021234,0.5477,0.5653,1.2114987247207145,5000.0,0.0019000000000000128,0.3417634996582388,0.004968608622139602,True
Barisal,child,P_HI_gt_1,20000,5,0.55333,0.0037949967061909327,0.5476,0.5567,0.6858469098351676,10000.0,0.002610000000000001,0.47168958849149717,0.0035153656360327585,True
Barisal,child,P_HI_gt_2,1000,5,0.495,0.01537855649922972,0.475,0.511,3.106779090753479,,,,0.01581059771166163,False
Barisal,child,P_HI_gt_2,5000,5,0.49616,0.006966204131375997,0.4854,0.503,1.4040237285101576,1000.0,0.0011599999999999944,0.23379554982263673,0.007070859274515368,True
Barisal,child,P_HI_gt_2,10000,5,0.49901999999999996,0.007258925540326181,0.4936,0.5112,1.454636195007451,5000.0,0.0028599999999999737,0.5731233217105475,0.004999990395990776,True
Barisal,child,P_HI_gt_2,20000,5,0.49664,0.003322912878785714,0.4918,0.49995,0.669078785193644,10000.0,0.0023799999999999377,0.4792203608247297,0.003535454075504305,True
Barisal,child,mean_HI,1000,5,32.37465179227714,3.909147250174263,27.84860646527478,37.832838376472075,12.0747159699391,,,,,False
Barisal,child,mean_HI,5000,5,34.873533854559824,1.4715267051185597,32.766554163923566,36.77505443791145,4.2196088049337535,1000.0,2.498882062282682,7.165554465183475,,False
Barisal,child,mean_HI,10000,5,36.375157887023214,1.0635807839385485,35.313689744297115,38.10988721732106,2.9239207352498653,5000.0,1.5016240324633898,4.128158115841724,,True
Barisal,child,mean_HI,20000,5,35.17494720566704,0.38043186244633725,34.76331514682133,35.58872121527186,1.0815420993298486,10000.0,1.2002106813561753,3.4121179325119475,,True
Bogra,adult,P50_HI,1000,5,0.05172757242959371,0.00615368105188173,0.042405944107830634,0.057922184323953976,11.896326780572377,,,,,False
Bogra,adult,P50_HI,5000,5,0.048804707819418494,0.0033937931238259508,0.04435393912403165,0.051586097770904366,6.953823258984091,1000.0,0.002922864610175213,5.988898900880745,,False
Bogra,adult,P50_HI,10000,5,0.04907883513277809,0.002797591394392097,0.0450531651153726,0.052756415563270695,5.700199254573752,5000.0,0.0002741273133595942,0.5585448648444263,,False
Bogra,adult,P50_HI,20000,5,0.048956519013805315,0.0013296053575284664,0.04702730561668765,0.05015125288189859,2.7158903131032033,10000.0,0.0001223161189727734,0.24984643809802184,,True
Bogra,adult,P95_ELCR,1000,5,0.002523010956433973,0.0005789797747627456,0.0020286997583674328,0.003443519579457523,22.947969103593447,,,,,False
Bogra,adult,P95_ELCR,5000,5,0.0025861452302466514,0.00019773775677264015,0.0023447380468081206,0.0027883022451646454,7.6460422431025306,1000.0,6.313427381267854e-05,2.441250130668693,,False
Bogra,adult,P95_ELCR,10000,5,0.0027884722472407896,0.00024145061349368274,0.0025530616956068084,0.003123629460860889,8.658885299382112,5000.0,0.00020232701699413828,7.255837571786562,,False
Bogra,adult,P95_ELCR,20000,5,0.0026985648159214663,0.0001052405184236214,0.0025815784504265716,0.0028253422319309816,3.899869953195303,10000.0,8.990743131932332e-05,3.3316758148209624,,True
Bogra,adult,P95_HI,1000,5,5.622214359743232,1.2919176292013739,4.523915868765048,7.677315990823008,22.978804195939198,,,,,False
Bogra,adult,P95_HI,5000,5,5.766403703660008,0.4403396543666762,5.231573893108787,6.221783633169013,7.636295982662247,1000.0,0.14418934391677585,2.500507271547032,,False
Bogra,adult,P95_HI,10000,5,6.213157695079931,0.536480692014997,5.689159027327945,6.961573219554516,8.634589983766624,5000.0,0.4467539914199232,7.190449902369262,,False
Bogra,adult,P95_HI,20000,5,6.016563650375306,0.2315300893763575,5.758562505361485,6.294328238940013,3.8482114181891007,10000.0,0.19659404470462505,3.2675469940779527,,True
Bogra,adult,P_HI_gt_1,1000,5,0.1588,0.008642916174532767,0.151,0.17,5.4426424272876375,,,,0.011557792176709183,False
Bogra,adult,P_HI_gt_1,5000,5,0.15028,0.005064780350617393,0.142,0.1546,3.3702291393514723,1000.0,0.00852,5.669417088102209,0.005053630805668337,True
Bogra,adult,P_HI_gt_1,10000,5,0.15358,0.004700744621865779,0.1488,0.1607,3.060779152145969,5000.0,0.0032999999999999974,2.1487172808959483,0.003605456747764421,True
Bogra,adult,P_HI_gt_1,20000,5,0.15041,0.0019910424405320897,0.1476,0.15305,1.3237433950748554,10000.0,0.003170000000000006,2.1075726347982227,0.002527714698101825,True
Bogra,adult,P_HI_gt_2,1000,5,0.10540000000000001,0.013939153489362258,0.097,0.13,13.225003310590377,,,,0.00971034705867921,False
Bogra,adult,P_HI_gt_2,5000,5,0.1002,0.0020445048300260908,0.0968,0.1018,2.040423982061967,1000.0,0.00520000000000001,5.189620758483044,0.004246409306696659,True
Bogra,adult,P_HI_gt_2,10000,5,0.10376,0.005521141186385294,0.0982,0.1121,5.321068992275726,5000.0,0.0035600000000000076,3.4309946029298453,0.0030494895048187986,True
Bogra,adult,P_HI_gt_2,20000,5,0.10224,0.0008317150954503552,0.101,0.1032,0.8134928554874367,10000.0,0.0015200000000000075,1.4866979655712123,0.0021422766207938693,True
Bogra,adult,mean_HI,1000,5,2.3828554724597324,0.985985806981016,1.0030680504909355,3.5662659425611354,41.37833025866314,,,,,False
Bogra,adult,mean_HI,5000,5,3.0927775312152344,0.4231859944275524,2.762605533830227,3.8280101876441726,13.683040249625435,1000.0,0.709922058755502,22.95419090414029,,False
Bogra,adult,mean_HI,10000,5,3.5335053592749723,0.9606593816946213,2.515695808114657,4.50945303227991,27.187149417306546,5000.0,0.440727828059738,12.472821836901627,,False
Bogra,adult,mean_HI,20000,5,3.1661042324271014,0.6982804825512063,2.2229560579501664,3.919019320665386,22.05487979199952,10000.0,0.36740112684787096,11.604201879551677,,False
Bogra,child,P50_HI,1000,5,0.24601370046848162,0.033267390449866874,0.20599671417768,0.28177692800868825,13.52257633884458,,,,,False
Bogra,child,P50_HI,5000,5,0.24885442161075644,0.01895778764292277,0.22366809485318978,0.2766799626708989,7.618023228285425,1000.0,0.0028407211422748213,1.141519256072577,,False
Bogra,child,P50_HI,10000,5,0.2596325177844235,0.00951586651699447,0.2477604320451232,0.27388494962118914,3.6651289284555744,5000.0,0.01077809617366704,4.15128900865039,,True
Bogra,child,P50_HI,20000,5,0.2552486411679099,0.008185475328556931,0.24315132148468466,0.2654195442237198,3.2068634297536924,10000.0,0.004383876616513571,1.7174926363779273,,True
Bogra,child,P95_ELCR,1000,5,0.0012130213775248615,0.0001748615395077167,0.0009511335494071793,0.0014191000464522114,14.415371628859264,,,,,False
Bogra,child,P95_ELCR,5000,5,0.0011532825241679504,6.737510192308381e-05,0.0010882115326924968,0.0012606888430345198,5.842029208904591,1000.0,5.973885335691111e-05,5.179897562395687,,False
Bogra,child,P95_ELCR,10000,5,0.0012289723075484392,6.736914287996598e-05,0.0011322645007467193,0.0012824357603376153,5.481746209103305,5000.0,7.568978338048883e-05,6.15878672900899,,False
Bogra,child,P95_ELCR,20000,5,0.001254975383802068,5.384584908642814e-05,0.0011760579656501177,0.0013146492181447347,4.290590061081277,10000.0,2.6003076253628766e-05,2.0719989084447183,,True
Bogra,child,P95_HI,1000,5,31.487562637000668,4.543342184088382,24.69665011696323,36.865478101019065,14.429005625064017,,,,,False
Bogra,child,P95_HI,5000,5,29.927470520650434,1.7446774856641147,28.23683625606034,32.70741423456205,5.829685754632218,1000.0,1.5600921163502335,5.212910042877646,,False
Bogra,child,P95_HI,10000,5,31.899369178685085,1.7340679214624475,29.421861348232348,33.266297294912235,5.436057094888066,5000.0,1.9718986580346503,6.181622736766399,,False
Bogra,child,P95_HI,20000,5,32.59812833183124,1.4264957698992957,30.505140530033387,34.16886103152958,4.376005135565894,10000.0,0.6987591531461561,2.1435560533818614,,True
Bogra,child,P_HI_gt_1,1000,5,0.322,0.007842193570679067,0.31,0.331,2.435463841825797,,,,0.014775520295407536,False
Bogra,child,P_HI_gt_1,5000,5,0.31636,0.007641204093596767,0.307,0.328,2.4153508956874346,1000.0,0.005640000000000034,1.7827791124036017,0.00657687388354072,True
Bogra,child,P_HI_gt_1,10000,5,0.3238,0.0035587919298548628,0.3197,0.3295,1.0990710098378205,5000.0,0.007440000000000002,2.297714638665844,0.004679247375379934,True
Bogra,child,P_HI_gt_1,20000,5,0.32233,0.0034441254332558684,0.3169,0.32535,1.0685091158923676,10000.0,0.0014699999999999713,0.4560543542332303,0.003304794782584843,True
Bogra,child,P_HI_gt_2,1000,5,0.24059999999999998,0.0027018512172212604,0.238,0.244,1.1229639306821533,,,,0.013517086964283392,False
Bogra,child,P_HI_gt_2,5000,5,0.23856000000000002,0.005499818178812826,0.2326,0.2466,2.305423448529856,1000.0,0.0020399999999999585,0.855130784708232,0.0060274227726284475,True
Bogra,child,P_HI_gt_2,10000,5,0.24444,0.005108130773580487,0.2386,0.2516,2.089727856971235,5000.0,0.005879999999999969,2.405498281786929,0.00429754681649892,True
Bogra,child,P_HI_gt_2,20000,5,0.24273000000000003,0.002405618423607538,0.24015,0.24665,0.9910676157077978,10000.0,0.0017099999999999616,0.7044864664441813,0.003031601450553816,True
Bogra,child,mean_HI,1000,5,11.59034857244215,3.8674560453857554,7.499979713101358,16.067935236124274,33.36790107056169,,,,,False
Bogra,child,mean_HI,5000,5,18.355523052832506,6.254255094475707,11.557157374717665,27.945370709248376,34.07287864515847,1000.0,6.765174480390357,36.85634269815263,,False
Bogra,child,mean_HI,10000,5,17.935059215125726,4.6873743518801305,14.231281067763188,26.111689146156323,26.135259971302368,5000.0,0.4204638377067802,2.3443682714589396,,False
Bogra,child,mean_HI,20000,5,17.182744367371047,2.6421811550660217,13.937061688949246,20.53180331679028,15.376945024470931,10000.0,0.752314847754679,4.378316010935237,,False
Chittagong,adult,P50_HI,1000,5,0.23586816005289032,0.009244382438401652,0.22662199811085643,0.2493741459397638,3.9193006959178898,,,,,False
Chittagong,adult,P50_HI,5000,5,0.2241784078808088,0.006265871861023969,0.21443804950467754,0.2305717107503324,2.795038077153001,1000.0,0.011689752172081513,5.214486213273815,,False
Chittagong,adult,P50_HI,10000,5,0.22627566035184166,0.003955526135379438,0.22104613426090847,0.2305973845555262,1.748100581931301,5000.0,0.0020972524710328455,0.9268572977631688,,True
Chittagong,adult,P50_HI,20000,5,0.22908052878307225,0.004126968670127062,0.22382494056207364,0.23481229462963932,1.8015362073985322,10000.0,0.002804868431230595,1.2244028098462547,,True
Chittagong,adult,P95_ELCR,1000,5,0.0029193755064585284,6.818752644629593e-05,0.0028403866540731106,0.002989201465567476,2.335688790134904,,,,,False
Chittagong,adult,P95_ELCR,5000,5,0.002913724091872178,0.00015834497911946743,0.002768803866566521,0.0031832045777671725,5.434453439197284,1000.0,5.65141458635024e-06,0.19395846717658813,,False
Chittagong,adult,P95_ELCR,10000,5,0.002895829037978011,8.849562971609799e-05,0.002766336279628164,0.0029942951442597484,3.0559687245172924,5000.0,1.7895053894167318e-05,0.6179596122381035,,True
Chittagong,adult,P95_ELCR,20000,5,0.002998981651499958,6.873594895827834e-05,0.0029241085196010557,0.0031027962937486948,2.291976308821351,10000.0,0.00010315261352194724,3.439588017164255,,True
Chittagong,adult,P95_HI,1000,5,6.500475407097601,0.14626620066774468,6.334310599469507,6.652035084560909,2.250084670854114,,,,,False
Chittagong,adult,P95_HI,5000,5,6.49771635677393,0.347598932134292,6.197690448805085,7.093864035304151,5.349555336805628,1000.0,0.002759050323670742,0.04246184616529785,,False
Chittagong,adult,P95_HI,10000,5,6.453816259579453,0.19884729994207287,6.161167491919258,6.663347732213144,3.081080897630486,5000.0,0.04390009719447718,0.6802191978942057,,True
Chittagong,adult,P95_HI,20000,5,6.684393377267933,0.14899441777110786,6.525511399674406,6.911775516225042,2.2289893691445988,10000.0,0.23057711768848055,3.4494845631410573,,True
Chittagong,adult,P_HI_gt_1,1000,5,0.25060000000000004,0.007829431652425348,0.238,0.257,3.124274402404368,,,,0.013704000875656715,False
Chittagong,adult,P_HI_gt_1,5000,5,0.23068,0.006734389356133185,0.2232,0.2372,2.9193642084849944,1000.0,0.01992000000000005,8.635338997745816,0.0059576293540300074,False
Chittagong,adult,P_HI_gt_1,10000,5,0.23414000000000001,0.002761883415352654,0.2319,0.2387,1.1795863224364285,5000.0,0.0034600000000000186,1.477748355684641,0.004234601048505042,True
Chittagong,adult,P_HI_gt_1,20000,5,0.2364,0.0022059578418455726,0.2333,0.23835,0.9331462951969427,10000.0,0.0022599999999999842,0.9560067681895027,0.003004288934173942,True
Chittagong,adult,P_HI_gt_2,1000,5,0.1578,0.008167006795638171,0.148,0.167,5.175542963015317,,,,0.011528189797188457,False
