district,population,output,input,spearman_rho,p_value,abs_rho,expected_sign,sign_matches,distinguishable_from_zero,sign_consistent,rank
Barisal,child,ELCR,ET_h_per_day,-0.0071297572672975726,0.4759103252140293,0.0071297572672975726,0,True,False,True,5.0
Barisal,child,ELCR,SA_m2,0.006176960617769607,0.5368227346089507,0.006176960617769607,0,True,False,True,6.0
Sylhet,adult,HI,C_mg_per_L,0.969200701904007,0.0,0.969200701904007,1,True,True,True,1.0
Sylhet,adult,HI,IR_L_per_day,0.18999252482792525,6.373107531895667e-82,0.18999252482792525,1,True,True,True,2.0
Sylhet,adult,HI,BW_kg,-0.09575422180554222,8.288086714910529e-22,0.09575422180554222,-1,True,True,True,3.0
Sylhet,adult,HI,EF_days_per_year,0.0541423400774234,6.04277253643369e-08,0.0541423400774234,1,True,True,True,4.0
Sylhet,adult,HI,ET_h_per_day,-0.019158310055583102,0.055394718619320986,0.019158310055583102,1,False,False,True,5.0
Sylhet,adult,HI,SA_m2,-0.00402424494424245,0.6874074643070527,0.00402424494424245,1,False,False,True,6.0
Sylhet,adult,ELCR,C_mg_per_L,0.969051407718514,0.0,0.969051407718514,1,True,True,True,1.0
Sylhet,adult,ELCR,IR_L_per_day,0.19057245383772456,2.0224822106713838e-82,0.19057245383772456,1,True,True,True,2.0
Sylhet,adult,ELCR,BW_kg,-0.095752099437521,8.305280218567544e-22,0.095752099437521,-1,True,True,True,3.0
Sylhet,adult,ELCR,EF_days_per_year,0.05412985888929858,6.085173563669712e-08,0.05412985888929858,1,True,True,True,4.0
Sylhet,adult,ELCR,ET_h_per_day,-0.019393993585939934,0.05246003636251122,0.019393993585939934,0,True,False,True,5.0
Sylhet,adult,ELCR,SA_m2,-0.004288042758880427,0.6681032456019316,0.004288042758880427,0,True,False,True,6.0
Sylhet,child,HI,C_mg_per_L,0.9608534937445349,0.0,0.9608534937445349,1,True,True,True,1.0
Sylhet,child,HI,IR_L_per_day,0.1969853615658536,4.843561312060304e-88,0.1969853615658536,1,True,True,True,2.0
Sylhet,child,HI,BW_kg,-0.11379924369399244,3.494780017591537e-30,0.11379924369399244,-1,True,True,True,3.0
Sylhet,child,HI,EF_days_per_year,0.06471213820712138,9.344383135872721e-11,0.06471213820712138,1,True,True,True,4.0
Sylhet,child,HI,ET_h_per_day,0.007860095034600952,0.43191237304758906,0.007860095034600952,1,True,False,True,6.0
Sylhet,child,HI,SA_m2,0.020236977610369775,0.04300597063676073,0.020236977610369775,1,True,False,True,5.0
Sylhet,child,ELCR,C_mg_per_L,0.9607837488798375,0.0,0.9607837488798375,1,True,True,True,1.0
Sylhet,child,ELCR,IR_L_per_day,0.197251900396519,2.800440036877955e-88,0.197251900396519,1,True,True,True,2.0
Sylhet,child,ELCR,BW_kg,-0.11379582033395819,3.508701715097718e-30,0.11379582033395819,-1,True,True,True,3.0
Sylhet,child,ELCR,EF_days_per_year,0.06471640331916403,9.317936135548378e-11,0.06471640331916403,1,True,True,True,4.0
Sylhet,child,ELCR,ET_h_per_day,0.00774609697746097,0.43862069475226995,0.00774609697746097,0,True,False,True,6.0
Sylhet,child,ELCR,SA_m2,0.020108687493086874,0.04434440144662012,0.020108687493086874,0,True,False,True,5.0
Rangpur,adult,HI,C_mg_per_L,0.9860050482800505,0.0,0.9860050482800505,1,True,True,True,1.0
Rangpur,adult,HI,IR_L_per_day,0.12700073937400738,3.1117351908014095e-37,0.12700073937400738,1,True,True,True,2.0
Rangpur,adult,HI,BW_kg,-0.040155690557556904,5.902201651293182e-05,0.040155690557556904,-1,True,True,True,4.0
Rangpur,adult,HI,EF_days_per_year,0.06040060462000604,1.495726622977046e-09,0.06040060462000604,1,True,True,True,3.0
Rangpur,adult,HI,ET_h_per_day,0.004072630888726309,0.6838509179382909,0.004072630888726309,1,True,False,True,6.0
Rangpur,adult,HI,SA_m2,0.017966765783667658,0.07239962368831064,0.017966765783667658,1,True,False,True,5.0
Rangpur,adult,ELCR,C_mg_per_L,0.9859296787512968,0.0,0.9859296787512968,1,True,True,True,1.0
Rangpur,adult,ELCR,IR_L_per_day,0.1274243586742436,1.7936248514744732e-37,0.1274243586742436,1,True,True,True,2.0
Rangpur,adult,ELCR,BW_kg,-0.04015757808557578,5.89747302113512e-05,0.04015757808557578,-1,True,True,True,4.0
Rangpur,adult,ELCR,EF_days_per_year,0.060389321571893216,1.5062571210001833e-09,0.060389321571893216,1,True,True,True,3.0
Rangpur,adult,ELCR,ET_h_per_day,0.0038894203348942033,0.6973539070548694,0.0038894203348942033,0,True,False,True,6.0
Rangpur,adult,ELCR,SA_m2,0.017783122701831227,0.07536599422757417,0.017783122701831227,0,True,False,True,5.0
Rangpur,child,HI,C_mg_per_L,0.9826250594262506,0.0,0.9826250594262506,1,True,True,True,1.0
Rangpur,child,HI,IR_L_per_day,0.1283899081318991,5.073686126440248e-38,0.1283899081318991,1,True,True,True,2.0
Rangpur,child,HI,BW_kg,-0.08643375711633756,4.78003357697035e-18,0.08643375711633756,-1,True,True,True,3.0
Rangpur,child,HI,EF_days_per_year,0.0225717597697176,0.023996744753948997,0.0225717597697176,1,True,False,True,4.0
Rangpur,child,HI,ET_h_per_day,-0.008308691363086913,0.4060981432850082,0.008308691363086913,1,False,False,True,5.0
Rangpur,child,HI,SA_m2,-0.002037972092379721,0.8385317177110078,0.002037972092379721,1,False,False,True,6.0
Rangpur,child,ELCR,C_mg_per_L,0.9825940358859404,0.0,0.9825940358859404,1,True,True,True,1.0
Rangpur,child,ELCR,IR_L_per_day,0.12856844263368442,4.0128890727605365e-38,0.12856844263368442,1,True,True,True,2.0
Rangpur,child,ELCR,BW_kg,-0.08642975180429752,4.7969484033561595e-18,0.08642975180429752,-1,True,True,True,3.0
Rangpur,child,ELCR,EF_days_per_year,0.022570650213706505,0.02400367771760431,0.022570650213706505,1,True,False,True,4.0
Rangpur,child,ELCR,ET_h_per_day,-0.00837500799575008,0.4023617024566544,0.00837500799575008,0,True,False,True,5.0
Rangpur,child,ELCR,SA_m2,-0.002124758205247582,0.8317563721561381,0.002124758205247582,0,True,False,True,6.0
Mymensingh,adult,HI,C_mg_per_L,0.9947806628278066,0.0,0.9947806628278066,1,True,True,True,1.0
Mymensingh,adult,HI,IR_L_per_day,0.06776445838164459,1.1738279085666714e-11,0.06776445838164459,1,True,True,True,2.0
Mymensingh,adult,HI,BW_kg,-0.051071146758711466,3.224816778686739e-07,0.051071146758711466,-1,True,True,True,3.0
Mymensingh,adult,HI,EF_days_per_year,0.027545882399458824,0.005873402123342706,0.027545882399458824,1,True,False,True,4.0
Mymensingh,adult,HI,ET_h_per_day,-0.00101707199817072,0.918999158364408,0.00101707199817072,1,False,False,True,6.0
