source_line,SAMPLE_ID,SAMPLE_FIELD_ID,SAMPLE_DATE,LAT_DEG,LONG_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH,DIVISION,DISTRICT,THANA,UNION,MOUZA,GEOCODE,SAMPLE_DATE_iso,As_raw,As_status,As_censored,As_bound_ugL,As_detected_ugL,As_model_value_ugL,As_bound_mgL,As_detected_mgL,As_model_value_mgL
2857,S99_06064,RIP6064,20/05/1999,24.6451,90.3971,1998,TARA,57,Dhaka,Mymensingh,Trishal,Bailar,Bailar,3619409122,1999-05-20,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2858,S99_06065,RIP6065,20/05/1999,24.6259,90.4191,1990,TARA,57.9,Dhaka,Mymensingh,Trishal,Kanthal,Kanthal,3619457626,1999-05-20,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2859,S99_06066,RIP6066,20/05/1999,24.5831,90.3913,1998,TARA,58.5,Dhaka,Mymensingh,Trishal,Trishal,Trishal,3619485994,1999-05-20,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2860,S99_06067,RIP6067,20/05/1999,24.5852,90.3919,1990,DTW,94.5,Dhaka,Mymensingh,Trishal,Trishal,Trishal,3619485994,1999-05-20,0.6,detected,False,,0.6,0.6,,0.0006,0.0006
2861,S99_06068,RIP6068,20/05/1999,24.5426,90.3429,1998,TARA,57.9,Dhaka,Mymensingh,Trishal,Mathbari,Mathbari,3619465682,1999-05-20,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2862,S99_06069,RIP6069,20/05/1999,24.5617,90.5143,1995,TARA,63.4,Dhaka,Mymensingh,Trishal,Balipara,Beara,3619419218,1999-05-20,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2863,S99_06070,RIP6070,20/05/1999,24.611,90.498,1994,TARA,63.4,Dhaka,Mymensingh,Trishal,Kanihari,Bear Ata,3619447231,1999-05-20,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2864,S99_06071,RIP6071,20/05/1999,24.4812,90.3522,1998,TARA,53.3,Dhaka,Mymensingh,Trishal,Mokshapur,Mokshapur,3619471707,1999-05-20,0.6,detected,False,,0.6,0.6,,0.0006,0.0006
2865,S99_06072,RIP6072,20/05/1999,24.3712,90.3992,1998,TARA,70.1,Dhaka,Mymensingh,Trishal,Amirabari,Amirabari,3619405032,1999-05-20,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2866,S99_06073,RIP6073,22/05/1999,24.8416,90.559,1991,TARA,68.6,Dhaka,Mymensingh,Gouripur,Shidla,Manali,3612385669,1999-05-22,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2867,S99_06074,RIP6074,22/05/1999,24.8438,90.58,1988,HTW,61,Dhaka,Mymensingh,Gouripur,Mailakanda,Mailakanda,3612349591,1999-05-22,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2868,S99_06075,RIP6075,22/05/1999,24.7361,90.5047,1998,TARA,54.9,Dhaka,Mymensingh,Gouripur,Dhakakohla,Chandapara,3612327176,1999-05-22,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2869,S99_06076,RIP6076,22/05/1999,24.7295,90.5499,1994,TARA,70.1,Dhaka,Mymensingh,Gouripur,Ramgopalpur,Ramgopalpur,3612372792,1999-05-22,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2870,S99_06077,RIP6077,22/05/1999,24.7561,90.5994,1996,HTW,17.1,Dhaka,Mymensingh,Gouripur,Bokainagar,Diupara,3612322294,1999-05-22,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2871,S99_06078,RIP6078,22/05/1999,24.759,90.6342,1967,HTW,39.6,Dhaka,Mymensingh,Gouripur,Achintapur,Bakarkona,3612304034,1999-05-22,109,detected,False,,109,109,,0.109,0.109
2872,S99_06079,RIP6079,22/05/1999,24.7652,90.6662,1976,HTW,51.8,Dhaka,Mymensingh,Gouripur,Maoha,Bhutiarkanda,3612358126,1999-05-22,1.2,detected,False,,1.2,1.2,,0.0012,0.0012
2873,S99_06080,RIP6080,22/05/1999,24.7528,90.5746,1989,HTW,67.1,Dhaka,Mymensingh,Gouripur,Paurashava ward 3,Kalipur Bazar,3612331424,1999-05-22,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2874,S99_06081,RIP6081,22/05/1999,24.7717,90.5702,1994,HTW,36.6,Dhaka,Mymensingh,Gouripur,Gouripur,Gabhisimul,3612331317,1999-05-22,2.8,detected,False,,2.8,2.8,,0.0028,0.0028
2875,S99_06082,RIP6082,23/05/1999,24.5716,90.6886,1989,HTW,11,Dhaka,Mymensingh,Nandail,Nandail,Nandail,3617271720,1999-05-23,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2876,S99_06083,RIP6083,23/05/1999,24.5716,90.6886,1984,DTW,94.5,Dhaka,Mymensingh,Nandail,Nandail,Nandail,3617271720,1999-05-23,7.8,detected,False,,7.8,7.8,,0.0078,0.0078
2877,S99_06084,RIP6084,23/05/1999,24.584,90.7353,1996,TARA,91.4,Dhaka,Mymensingh,Nandail,Chandipasha,Basati,3617223122,1999-05-23,29.1,detected,False,,29.1,29.1,,0.0291,0.0291
2878,S99_06085,RIP6085,23/05/1999,24.5745,90.7964,1992,TARA,60.4,Dhaka,Mymensingh,Nandail,Rajgati,Uluhati,3617279982,1999-05-23,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2879,S99_06086,RIP6086,23/05/1999,24.5799,90.7492,1996,TARA,78,Dhaka,Mymensingh,Nandail,Gangail,Pankerhati,3617231781,1999-05-23,24.5,detected,False,,24.5,24.5,,0.0245,0.0245
2880,S99_06087,RIP6087,23/05/1999,24.5368,90.7491,1997,TARA,68.6,Dhaka,Mymensingh,Nandail,Musuli,Musuli,3617263701,1999-05-23,7.3,detected,False,,7.3,7.3,,0.0073,0.0073
2881,S99_06088,RIP6088,23/05/1999,24.5311,90.704,1997,HTW,54.9,Dhaka,Mymensingh,Nandail,Singrail,Udang Nadhyapur,3617294976,1999-05-23,60.8,detected,False,,60.8,60.8,,0.0608,0.0608
2882,S99_06089,RIP6089,23/05/1999,24.5757,90.6203,1997,TARA,73.2,Dhaka,Mymensingh,Nandail,Moazzempur,Saidgaon,3617255885,1999-05-23,0.7,detected,False,,0.7,0.7,,0.0007,0.0007
2883,S99_06090,RIP6090,23/05/1999,24.5431,90.5609,1996,TARA,76.2,Dhaka,Mymensingh,Nandail,Betagair,Bir Kamatkhali,3617215170,1999-05-23,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2884,S99_06091,RIP6091,24/05/1999,24.7482,90.3921,1993,TARA,52.7,Dhaka,Mymensingh,Mymensingh Sadar,Akua,Akua,3615210014,1999-05-24,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2885,S99_06092,RIP6092,24/05/1999,24.7287,90.3698,1993,TARA,61.9,Dhaka,Mymensingh,Mymensingh Sadar,Dapunia,Dapunia,3615247366,1999-05-24,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2886,S99_06093,RIP6093,24/05/1999,24.6845,90.3736,1996,TARA,57.3,Dhaka,Mymensingh,Mymensingh Sadar,Ghagra,Parail,3615254800,1999-05-24,1.2,detected,False,,1.2,1.2,,0.0012,0.0012
2887,S99_06094,RIP6094,24/05/1999,24.6845,90.4098,1995,TARA,71.6,Dhaka,Mymensingh,Mymensingh Sadar,Bhabakhali,Chorkhai,3615220359,1999-05-24,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2888,S99_06095,RIP6095,24/05/1999,24.7269,90.4117,1992,TARA,64,Dhaka,Mymensingh,Mymensingh Sadar,Kewatkhali,Kewatkhali,3615261598,1999-05-24,0.6,detected,False,,0.6,0.6,,0.0006,0.0006
2889,S99_06096,RIP6096,24/05/1999,24.7676,90.4441,1997,HTW,59.4,Dhaka,Mymensingh,Mymensingh Sadar,Char Nilakshia,Ragurampur,3615240841,1999-05-24,36.1,detected,False,,36.1,36.1,,0.0361,0.0361
2890,S99_06097,RIP6097,24/05/1999,24.7784,90.4361,1968,HTW,40.2,Dhaka,Mymensingh,Mymensingh Sadar,Char Ishwardia,Char Haripur,3615233269,1999-05-24,59.4,detected,False,,59.4,59.4,,0.0594,0.0594
2891,S99_06098,RIP6098,24/05/1999,24.7935,90.4067,1994,HTW,48.8,Dhaka,Mymensingh,Mymensingh Sadar,Sirta,Gobindapur,3615294448,1999-05-24,45.7,detected,False,,45.7,45.7,,0.0457,0.0457
2892,S99_06099,RIP6099,24/05/1999,24.8369,90.3404,1997,TARA,48.2,Dhaka,Mymensingh,Mymensingh Sadar,Paranganj,Mirkandapur,3615288710,1999-05-24,0.7,detected,False,,0.7,0.7,,0.0007,0.0007
2893,S99_06100,RIP6100,24/05/1999,24.7709,90.388,1992,DTW,115.8,Dhaka,Mymensingh,Mymensingh Sadar,Paurashava ward 1,Police line,3615263727,1999-05-24,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2962,S99_06173,RIP6173,08/06/1999,24.882,89.4492,1992,HTW,14,Rajshahi,Bogra,Gabtali,Gabtali,Gabtali,5104033299,1999-06-08,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2963,S99_06174,RIP6174,08/06/1999,24.9388,89.4081,1994,HTW,19.8,Rajshahi,Bogra,Gabtali,Ramashwarpur,Satihara,5104081874,1999-06-08,632,detected,False,,632,632,,0.632,0.632
2964,S99_06175,RIP6175,08/06/1999,24.967,89.4357,1994,HTW,21.9,Rajshahi,Bogra,Gabtali,Sonarai,Khupi,5104088500,1999-06-08,20.1,detected,False,,20.1,20.1,,0.0201,0.0201
2965,S99_06176,RIP6176,08/06/1999,24.9051,89.5066,1996,HTW,21.9,Rajshahi,Bogra,Gabtali,Nepaltali,Kadamtali,5104074425,1999-06-08,10.8,detected,False,,10.8,10.8,,0.0108,0.0108
2966,S99_06177,RIP6177,08/06/1999,24.8636,89.4956,1997,HTW,14,Rajshahi,Bogra,Gabtali,Durgahata,Hatibandha,5104027379,1999-06-08,35.2,detected,False,,35.2,35.2,,0.0352,0.0352
2967,S99_06178,RIP6178,08/06/1999,24.8796,89.4467,1993,TARA,32,Rajshahi,Bogra,Gabtali,Gabtali,Gabtali,5104033299,1999-06-08,19.4,detected,False,,19.4,19.4,,0.0194,0.0194
2968,S99_06179,RIP6179,08/06/1999,24.8352,89.4611,1992,HTW,15.2,Rajshahi,Bogra,Gabtali,Mahishaban,Maria,5104054609,1999-06-08,0.7,detected,False,,0.7,0.7,,0.0007,0.0007
2969,S99_06180,RIP6180,08/06/1999,24.811,89.4849,1990,HTW,22.9,Rajshahi,Bogra,Gabtali,Baliadighi,Baliadighi,5104006063,1999-06-08,8.6,detected,False,,8.6,8.6,,0.0086,0.0086
2970,S99_06181,RIP6181,08/06/1999,24.7839,89.4751,1998,HTW,22.9,Rajshahi,Bogra,Gabtali,Nasipur,Nasipur,5104067672,1999-06-08,1.7,detected,False,,1.7,1.7,,0.0017,0.0017
2971,S99_06182,RIP6182,09/06/1999,24.8214,89.0438,1978,HTW,18.9,Rajshahi,Bogra,Adamdighi,Adamdighi,Adamdighi,5100613008,1999-06-09,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2972,S99_06183,RIP6183,09/06/1999,24.8217,89.0418,1984,DTW,0,Rajshahi,Bogra,Adamdighi,Adamdighi,Adamdighi,5100613008,1999-06-09,1.4,detected,False,,1.4,1.4,,0.0014,0.0014
2973,S99_06184,RIP6184,09/06/1999,24.8394,89.0222,1990,TARA,25.3,Rajshahi,Bogra,Adamdighi,Chhatiangram,Kaikuri,5100640444,1999-06-09,1.2,detected,False,,1.2,1.2,,0.0012,0.0012
2974,S99_06185,RIP6185,09/06/1999,24.7877,88.9936,1995,TARA,25.3,Rajshahi,Bogra,Adamdighi,Santahar,Sandira,5100681843,1999-06-09,1,detected,False,,1,1,,0.001,0.001
2975,S99_06186,RIP6186,09/06/1999,24.8312,89.0749,1992,TARA,25.3,Rajshahi,Bogra,Adamdighi,Nasratpur,Murail,5100667692,1999-06-09,1.4,detected,False,,1.4,1.4,,0.0014,0.0014
2976,S99_06187,RIP6187,09/06/1999,24.7612,89.1017,1994,TARA,25.3,Rajshahi,Bogra,Adamdighi,Champapur,Bihigram,5100627115,1999-06-09,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2977,S99_06188,RIP6188,09/06/1999,24.7973,89.134,1991,TARA,25.3,Rajshahi,Bogra,Adamdighi,Kundagram,Kunagram,5100654039,1999-06-09,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2978,S99_06189,RIP6189,10/06/1999,24.7918,89.2755,1994,HTW,25.3,Rajshahi,Bogra,Kahaloo,Malancha,Aghor,5105457023,1999-06-10,2,detected,False,,2,2,,0.002,0.002
2979,S99_06190,RIP6190,10/06/1999,24.7627,89.248,1992,HTW,18.9,Rajshahi,Bogra,Kahaloo,Jamgaon,Jamgaon,5105428449,1999-06-10,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2980,S99_06191,RIP6191,10/06/1999,24.8216,89.209,1992,HTW,21.3,Rajshahi,Bogra,Kahaloo,Durgapur,Pratapur,5105419863,1999-06-10,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2981,S99_06192,RIP6192,10/06/1999,24.8369,89.2685,1976,HTW,18.9,Rajshahi,Bogra,Kahaloo,Kahaloo,Kahaloo,5105438473,1999-06-10,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2982,S99_06193,RIP6193,10/06/1999,24.867,89.2462,1993,TARA,25.3,Rajshahi,Bogra,Kahaloo,Narahatta,Silkonar,5105476947,1999-06-10,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2983,S99_06194,RIP6194,10/06/1999,24.8696,89.2154,1990,HTW,18.9,Rajshahi,Bogra,Kahaloo,Birkedar,Sekahar Shyampur,5105409923,1999-06-10,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2984,S99_06195,RIP6195,10/06/1999,24.896,89.2212,1994,HTW,18.9,Rajshahi,Bogra,Kahaloo,Kalaimajpara,Kalai,5105447485,1999-06-10,1.6,detected,False,,1.6,1.6,,0.0016,0.0016
2985,S99_06196,RIP6196,10/06/1999,24.8909,89.2988,1996,HTW,14,Rajshahi,Bogra,Kahaloo,Paikar,Maligachha,5105485703,1999-06-10,0.6,detected,False,,0.6,0.6,,0.0006,0.0006
2986,S99_06197,RIP6197,10/06/1999,24.8583,89.2969,1985,HTW,18.9,Rajshahi,Bogra,Kahaloo,Murail,Murail,5105466731,1999-06-10,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2987,S99_06198,RIP6198,11/06/1999,25.0069,89.3176,1983,HTW,26.5,Rajshahi,Bogra,Shibganj (B),Bihar,Banail,5109415109,1999-06-11,88,detected,False,,88,88,,0.088,0.088
2988,S99_06199,RIP6199,11/06/1999,24.981,89.2047,1996,TARA,25.3,Rajshahi,Bogra,Shibganj (B),Pirab,Palikanda,5109471707,1999-06-11,2,detected,False,,2,2,,0.002,0.002
2989,S99_06200,RIP6200,11/06/1999,24.9739,89.2582,1998,TARA,25.3,Rajshahi,Bogra,Shibganj (B),Buriganj,Panchadah,5109423795,1999-06-11,1.4,detected,False,,1.4,1.4,,0.0014,0.0014
2990,S99_06201,RIP6201,11/06/1999,25.0165,89.2838,1998,HTW,36.6,Rajshahi,Bogra,Shibganj (B),Atmul,Betgari,5109407154,1999-06-11,6.3,detected,False,,6.3,6.3,,0.0063,0.0063
2991,S99_06202,RIP6202,11/06/1999,25.0544,89.2679,1998,TARA,36.6,Rajshahi,Bogra,Shibganj (B),Kichak,Chinal,5109439296,1999-06-11,1.9,detected,False,,1.9,1.9,,0.0019,0.0019
2992,S99_06203,RIP6203,11/06/1999,25.0693,89.3269,1999,TARA,25.3,Rajshahi,Bogra,Shibganj (B),Shibganj,Dhawagir,5109494353,1999-06-11,91.7,detected,False,,91.7,91.7,,0.0917,0.0917
2993,S99_06204,RIP6204,11/06/1999,25.0225,89.3323,1998,HTW,10.7,Rajshahi,Bogra,Shibganj (B),Shibganj,Uthali,5109494982,1999-06-11,1.7,detected,False,,1.7,1.7,,0.0017,0.0017
2994,S99_06205,RIP6205,11/06/1999,25.019,89.4227,1995,HTW,16.8,Rajshahi,Bogra,Shibganj (B),Saidpur,Khernapara,5109487580,1999-06-11,0.9,detected,False,,0.9,0.9,,0.0009,0.0009
2995,S99_06206,RIP6206,11/06/1999,25.0168,89.368,1998,TARA,36.6,Rajshahi,Bogra,Shibganj (B),Mokamtala,Ganeshpur,5109463377,1999-06-11,41.5,detected,False,,41.5,41.5,,0.0415,0.0415
2996,S99_06207,RIP6207,11/06/1999,24.9492,89.3475,1998,TARA,25.3,Rajshahi,Bogra,Shibganj (B),Rainagar,Mahasthangar,5109476642,1999-06-11,2.1,detected,False,,2.1,2.1,,0.0021,0.0021
2997,S99_06208,RIP6208,12/06/1999,24.8733,89.64,1997,HTW,14,Rajshahi,Bogra,Sariakandi,Karnibari,Chhanpacha,5108156293,1999-06-12,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
2998,S99_06209,RIP6209,12/06/1999,24.9167,89.6167,1998,HTW,7.9,Rajshahi,Bogra,Sariakandi,Kazla,Kazla,5108155491,1999-06-12,2.2,detected,False,,2.2,2.2,,0.0022,0.0022
2999,S99_06210,RIP6210,12/06/1999,24.7783,89.6,1980,HTW,18,Rajshahi,Bogra,Sariakandi,Kamalpur,Rauhadaha,5108144841,1999-06-12,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3000,S99_06211,RIP6211,12/06/1999,24.9875,89.65,1996,HTW,9.1,Rajshahi,Bogra,Sariakandi,Chaluabari,Char Manikdair,5108119220,1999-06-12,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3001,S99_06212,RIP6212,12/06/1999,24.8929,89.5731,1984,DTW,146.3,Rajshahi,Bogra,Sariakandi,Sariakandi,Dhap,5108188389,1999-06-12,3,detected,False,,3,3,,0.003,0.003
3002,S99_06213,RIP6213,12/06/1999,24.9334,89.5735,1998,HTW,22.6,Rajshahi,Bogra,Sariakandi,Hatsherpur,Khordbalali,5108137561,1999-06-12,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3003,S99_06214,RIP6214,12/06/1999,24.886,89.5631,1993,HTW,11,Rajshahi,Bogra,Sariakandi,Sarikandi,Hindukandi,5108188465,1999-06-12,150,detected,False,,150,150,,0.15,0.15
3004,S99_06215,RIP6215,12/06/1999,24.9102,89.5415,1991,TARA,25.3,Rajshahi,Bogra,Sariakandi,Narchi,Narchi,5108175702,1999-06-12,37.3,detected,False,,37.3,37.3,,0.0373,0.0373
3005,S99_06216,RIP6216,12/06/1999,24.8172,89.5474,1998,HTW,22.6,Rajshahi,Bogra,Sariakandi,Bhelabari,Chhaihata,5108106287,1999-06-12,0.9,detected,False,,0.9,0.9,,0.0009,0.0009
3006,S99_06217,RIP6217,12/06/1999,24.8655,89.5532,1981,HTW,16.2,Rajshahi,Bogra,Sariakandi,Fulbari,Fulbari,5108131803,1999-06-12,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3007,S99_06218,RIP6218,12/06/1999,24.9102,89.5415,1998,HTW,14,Rajshahi,Bogra,Sariakandi,Narchi,Narchi,5108175707,1999-06-12,23.7,detected,False,,23.7,23.7,,0.0237,0.0237
3008,S99_06219,RIP6219,14/06/1999,24.9198,89.3242,1994,TARA,25.3,Rajshahi,Bogra,Bogra Sadar,Noongola,Hazradighi,5102069431,1999-06-14,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3009,S99_06220,RIP6220,14/06/1999,24.948,89.2962,1997,TARA,25.3,Rajshahi,Bogra,Bogra Sadar,Namuja,Namuja,5102060699,1999-06-14,1.3,detected,False,,1.3,1.3,,0.0013,0.0013
3010,S99_06221,RIP6221,14/06/1999,24.9537,89.3673,1991,TARA,25.3,Rajshahi,Bogra,Bogra Sadar,Lahisipara,Lahisipar,5102047620,1999-06-14,16.5,detected,False,,16.5,16.5,,0.0165,0.0165
3011,S99_06222,RIP6222,14/06/1999,24.9038,89.3762,1995,HTW,18.3,Rajshahi,Bogra,Bogra Sadar,Shakharia,Banamalipara,5102082064,1999-06-14,37.7,detected,False,,37.7,37.7,,0.0377,0.0377
3012,S99_06223,RIP6223,14/06/1999,24.8809,89.3535,1981,HTW,18.9,Rajshahi,Bogra,Bogra Sadar,Nishindara,Barakpur,5102064087,1999-06-14,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3013,S99_06224,RIP6224,14/06/1999,24.8453,89.3648,1985,HTW,20.1,Rajshahi,Bogra,Bogra Sadar,Pourashava Ward-03,Sejgari,5102003760,1999-06-14,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3014,S99_06225,RIP6225,14/06/1999,24.8453,89.3648,1984,DTW,31.4,Rajshahi,Bogra,Bogra Sadar,Pourashava Ward-03,Sejgari,5102003760,1999-06-14,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3406,S99_07249,RIP7249,17/06/1999,25.7674,89.4235,1980,HTW,19.2,Rajshahi,Rangpur,Kaunia,Kaunia Balapara,Ganga Narayan,5854227385,1999-06-17,2,detected,False,,2,2,,0.002,0.002
3407,S99_07250,RIP7250,17/06/1999,25.7748,89.4453,1992,HTW,18.9,Rajshahi,Rangpur,Kaunia,Kaunia Balapara,Taluksahabaz,5854227970,1999-06-17,5.8,detected,False,,5.8,5.8,,0.0058,0.0058
3408,S99_07251,RIP7251,17/06/1999,25.7596,89.4491,1995,HTW,11,Rajshahi,Rangpur,Kaunia,Tepa Madhupur,Ganai,5854281373,1999-06-17,9.5,detected,False,,9.5,9.5,,0.0095,0.0095
3409,S99_07252,RIP7252,17/06/1999,25.7368,89.4399,1962,HTW,29.3,Rajshahi,Rangpur,Kaunia,Tepa Madhupur,Rajib,5854281711,1999-06-17,4.6,detected,False,,4.6,4.6,,0.0046,0.0046
3410,S99_07253,RIP7253,17/06/1999,25.7156,89.4715,1992,HTW,13.4,Rajshahi,Rangpur,Kaunia,Tepa Madhupur,Sadra Taluk,5854281845,1999-06-17,5.9,detected,False,,5.9,5.9,,0.0059,0.0059
3411,S99_07254,RIP7254,17/06/1999,25.7711,89.3946,1997,HTW,14,Rajshahi,Rangpur,Kaunia,Shahidbagh,Sadbi,5854267820,1999-06-17,2.1,detected,False,,2.1,2.1,,0.0021,0.0021
3412,S99_07255,RIP7255,17/06/1999,25.7603,89.372,1998,HTW,14,Rajshahi,Rangpur,Kaunia,Kursha,Sibukanthiram,5854240920,1999-06-17,5.7,detected,False,,5.7,5.7,,0.0057,0.0057
3413,S99_07256,RIP7256,17/06/1999,25.7651,89.3468,1991,HTW,17.1,Rajshahi,Rangpur,Kaunia,Kursha,Chandipur,5854240261,1999-06-17,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3414,S99_07257,RIP7257,17/06/1999,25.8067,89.3412,1996,HTW,22.9,Rajshahi,Rangpur,Kaunia,Baragach,Thakurdas,5854213982,1999-06-17,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3415,S99_07258,RIP7258,17/06/1999,25.7624,89.313,1979,HTW,19.8,Rajshahi,Rangpur,Kaunia,Sarai,Madamudan,5854254621,1999-06-17,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3416,S99_07259,RIP7259,18/06/1999,25.8321,89.254,1998,HTW,31.7,Rajshahi,Rangpur,Gangachara,Gajaghanta,Taluk Habu,5852742926,1999-06-18,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3417,S99_07260,RIP7260,18/06/1999,25.8001,89.3091,1998,HTW,31.7,Rajshahi,Rangpur,Gangachara,Marania,Baksa,5852784109,1999-06-18,5.9,detected,False,,5.9,5.9,,0.0059,0.0059
3418,S99_07261,RIP7261,18/06/1999,25.8588,89.2518,1991,HTW,22.6,Rajshahi,Rangpur,Gangachara,Lakshmitari,Mahipur,5852773626,1999-06-18,4.7,detected,False,,4.7,4.7,,0.0047,0.0047
3419,S99_07262,RIP7262,18/06/1999,25.8546,89.2195,1999,HTW,8.8,Rajshahi,Rangpur,Gangachara,Gangachara,Gangachara,5852731395,1999-06-18,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3420,S99_07263,RIP7263,18/06/1999,25.885,89.2001,1991,HTW,22.6,Rajshahi,Rangpur,Gangachara,Kolkanda,Dakshin Kolkanda,5852763313,1999-06-18,1.2,detected,False,,1.2,1.2,,0.0012,0.0012
3421,S99_07264,RIP7264,18/06/1999,25.8789,89.1596,1997,HTW,12.2,Rajshahi,Rangpur,Gangachara,Barabil,Barabil,5852710136,1999-06-18,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3422,S99_07265,RIP7265,18/06/1999,25.9182,89.1606,1998,HTW,22.9,Rajshahi,Rangpur,Gangachara,Alambiditar,Paikan,5852708696,1999-06-18,7.8,detected,False,,7.8,7.8,,0.0078,0.0078
3423,S99_07266,RIP7266,18/06/1999,25.9461,89.132,1997,HTW,32,Rajshahi,Rangpur,Gangachara,Nohali,Purba Kuchua,5852777781,1999-06-18,0.5,detected,False,,0.5,0.5,,0.0005,0.0005
3424,S99_07267,RIP7267,18/06/1999,25.8665,89.1008,1997,HTW,16.8,Rajshahi,Rangpur,Gangachara,Betgari,Khaprikhal,5852721517,1999-06-18,0.6,detected,False,,0.6,0.6,,0.0006,0.0006
3425,S99_07268,RIP7268,18/06/1999,25.8267,89.1145,1993,HTW,10.7,Rajshahi,Rangpur,Gangachara,Khaleya,Dakshin Khaleya,5852752299,1999-06-18,0.6,detected,False,,0.6,0.6,,0.0006,0.0006
3426,S99_07269,RIP7269,19/06/1999,25.4159,89.3064,1997,TARA,30.5,Rajshahi,Rangpur,Pirganj (R),Pirganj,Prajapara,5857669817,1999-06-19,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3427,S99_07270,RIP7270,19/06/1999,25.3491,89.3369,1992,HTW,26.2,Rajshahi,Rangpur,Pirganj (R),Ramnathpur,Jamdani,5857682588,1999-06-19,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3428,S99_07271,RIP7271,20/06/1999,25.6918,88.972,1995,TARA,29.9,Rajshahi,Rangpur,Badarganj,Gopinathpur,Khiarpara,5850337526,1999-06-20,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3429,S99_07272,RIP7272,19/06/1999,25.4789,89.364,1998,HTW,45.4,Rajshahi,Rangpur,Pirganj (R),Panchgachhi,Jahangirabad,5857663487,1999-06-19,36,detected,False,,36,36,,0.036,0.036
3430,S99_07273,RIP7273,19/06/1999,25.4789,89.364,1994,HTW,19.8,Rajshahi,Rangpur,Pirganj (R),Panchgachhi,Jahangirabad,5857663487,1999-06-19,7.7,detected,False,,7.7,7.7,,0.0077,0.0077
3431,S99_07274,RIP7274,19/06/1999,25.484,89.3173,1980,HTW,16.8,Rajshahi,Rangpur,Pirganj (R),Shanerhat,Kholahati,5857688613,1999-06-19,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
3432,S99_07275,RIP7275,19/06/1999,25.4973,89.2002,1992,HTW,15.2,Rajshahi,Rangpur,Pirganj (R),Bhendabari,Bhendabari,5857618164,1999-06-19,< 0.5,left_censored,True,0.5,,0.5,0.0005,,0.0005
