review_type,group_key,source_line,SAMPLE_ID,SAMPLE_FIELD_ID,SAMPLE_DATE,LAT_DEG,LONG_DEG,WELL_DEPTH,WELL_TYPE,DISTRICT,THANA,UNION,As_raw,group_size,group_n_districts,group_n_depths,group_n_dates,group_n_as_values,reviewer_note,in_selected_district
repeated_coordinates,"23.3400,90.8900",187,S98_02601,RIP3117,03/05/1998,23.34,90.89,98,DTW,Chandpur,Kachua (C),Kadla,30,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.3400,90.8900",1761,S98_04178,RIP3118,03/05/1998,23.34,90.89,22,STW,Chandpur,Kachua (C),Kadla,51.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.3520,88.9180",109,S98_02523,RIP1457,19/04/1998,23.352,88.918,123,DTW,Jhenaidah,Moheshpur,Pourasava w02,74,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.3520,88.9180",1037,S98_03452,RIP1466,19/04/1998,23.352,88.918,25,STW,Jhenaidah,Moheshpur,Pourasava,1.7,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.3740,91.0530",1801,S98_04218,RIP3162,02/05/1998,23.374,91.053,98,DTW,Comilla,Barura,Uttar Deora,1.8,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.3740,91.0530",1802,S98_04219,RIP3163,02/05/1998,23.374,91.053,50,STW,Comilla,Barura,Uttar Deora,14.2,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.3960,90.6010",1770,S98_04187,RIP3128,04/05/1998,23.396,90.601,20,STW,Chandpur,Matlab,Mohanpur,278,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.3960,90.6010",1771,S98_04188,RIP3129,04/05/1998,23.396,90.601,230,DTW,Chandpur,Matlab,Mohanpur,2.2,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.4060,89.1310",983,S98_03398,RIP1405,19/04/1998,23.406,89.131,55,STW,Jhenaidah,Kaliganj (J),Pourasava,15.4,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.4060,89.1310",984,S98_03399,RIP1406,19/04/1998,23.406,89.131,134,DTW,Jhenaidah,Kaliganj (J),Pourasava,7.4,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.4660,91.1810",1759,S98_04176,RIP3115,02/05/1998,23.466,91.181,52,Tara,Comilla,Comilla Sadar,Paurashava W05,5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.4660,91.1810",1760,S98_04177,RIP3116,02/05/1998,23.466,91.181,141,DTW,Comilla,Comilla Sadar,Paurashava W05,2.6,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.4720,90.0290",148,S98_02562,RIP1868,18/05/1998,23.472,90.029,38,STW,Faridpur,Sadarpur,Sadarpur,272,3,1,3,1,3,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.4720,90.0290",1385,S98_03801,RIP1869,18/05/1998,23.472,90.029,138,DTW,Faridpur,Sadarpur,Sadarpur,21,3,1,3,1,3,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.4720,90.0290",1386,S98_03802,RIP1870,18/05/1998,23.472,90.029,148,DTW,Faridpur,Sadarpur,Sadarpur,6.7,3,1,3,1,3,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.4890,91.0070",177,S98_02591,RIP3017,27/04/1998,23.489,91.007,125,DTW,Comilla,Chandina,Pasc. Chandina,118,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.4890,91.0070",1675,S98_04092,RIP3018,27/04/1998,23.489,91.007,28,STW,Comilla,Chandina,Pasc. Chandina,203,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.5360,90.7160",176,S98_02590,RIP3008,26/04/1998,23.536,90.716,25,STW,Comilla,Daudkandi,D. Daudkandi,411,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.5360,90.7160",1667,S98_04084,RIP3009,26/04/1998,23.536,90.716,100,DTW,Comilla,Daudkandi,D. Daudkandi,72.7,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.5460,89.1630",275,S98_02689,RIP1331,20/04/1998,23.546,89.163,125,DTW,Jhenaidah,Jhenaidah Sadar,Pourasava,26.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.5460,89.1630",920,S98_03335,RIP1332,20/04/1998,23.546,89.163,45,HTW,Jhenaidah,Jhenaidah Sadar,Pourasava,24.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.5530,91.1280",181,S98_02595,RIP3051,25/04/1998,23.553,91.128,35,STW,Comilla,Burichang,Purba Burichang,9,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.5530,91.1280",1704,S98_04121,RIP3052,25/04/1998,23.553,91.128,118,DTW,Comilla,Burichang,Purba Burichang,2.4,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.5720,90.3740",256,S98_02670,RIP0614,11/06/1998,23.572,90.374,55,STW,Munshiganj,Serajdikhan,Rasunia,529,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.5720,90.3740",616,S98_03031,RIP0615,11/06/1998,23.572,90.374,108,PTW,Munshiganj,Serajdikhan,Rasunia,14.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.6140,91.1020",175,S98_02589,RIP3001,25/04/1998,23.614,91.102,125,DTW,Comilla,Brahmanpara,Brahmanpara,< 6,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.6140,91.1020",1661,S98_04078,RIP3002,25/04/1998,23.614,91.102,24,STW,Comilla,Brahmanpara,Brahmanpara,134,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.6280,88.6270",1031,S98_03446,RIP1460,18/04/1998,23.628,88.627,148,DTW,Meherpur,Meherpur Sadar,Bagoan,228,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.6280,88.6270",1032,S98_03447,RIP1461,18/04/1998,23.628,88.627,43,STW,Meherpur,Meherpur Sadar,Bagoan,482,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.6390,90.9330",1683,S98_04100,RIP3027,28/04/1998,23.639,90.933,105,DTW,Comilla,Muradnagar,Paschim Nabipur,70.8,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.6390,90.9330",1684,S98_04101,RIP3028,28/04/1998,23.639,90.933,30,STW,Comilla,Muradnagar,Pasc. Nabipur,327,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"23.6440,88.8440",970,S98_03385,RIP1390,17/04/1998,23.644,88.844,115,DTW,Chuadanga,Chuadanga Sadar,Paurashava w01,70.4,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.6440,88.8440",971,S98_03386,RIP1391,17/04/1998,23.644,88.844,30,STW,Chuadanga,Chuadanga Sadar,Paurashava w01,45.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.7600,88.9420",108,S98_02522,RIP1443,16/04/1998,23.76,88.942,82,DTW,Chuadanga,Alamdanga,Paurashava W01,35,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.7600,88.9420",1017,S98_03432,RIP1444,16/04/1998,23.76,88.942,39,STW,Chuadanga,Alamdanga,Paurashava W01,41.1,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.8070,89.2850",925,S98_03340,RIP1338,21/04/1998,23.807,89.285,98,DTW,Kushtia,Khoksa,Khoksa,2.2,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.8070,89.2850",926,S98_03341,RIP1339,21/04/1998,23.807,89.285,37,Tara,Kushtia,Khoksa,Khoksa,< 0.5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.8160,88.7480",972,S98_03387,RIP1393,18/04/1998,23.816,88.748,20,STW,Meherpur,Gangni,Shaharbati,12.8,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.8160,88.7480",973,S98_03388,RIP1394,18/04/1998,23.816,88.748,105,DTW,Meherpur,Gangni,Shaharbati,13.2,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.8470,89.8290",46,S98_02460,RIP0042,16/03/1998,23.847,89.829,52,STW,Manikganj,Shibalaya,Ulail,41,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.8470,89.8290",339,S98_02754,RIP0043,16/03/1998,23.847,89.829,118,DTW,Manikganj,Shibalaya,Ulail,14.8,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.9030,89.1210",1059,S98_03474,RIP1490,21/04/1998,23.903,89.121,115,DTW,Kushtia,Kushtia Sadar,Paurashova W03,42.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.9030,89.1210",1060,S98_03475,RIP1491,21/04/1998,23.903,89.121,41,STW,Kushtia,Kushtia Sadar,Paurashova W03,18.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.9680,89.8300",47,S98_02461,RIP0048,18/03/1998,23.968,89.83,82,DTW,Manikganj,Daulatpur (M),Chakmirpur,46,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"23.9680,89.8300",344,S98_02759,RIP0049,18/03/1998,23.968,89.83,20,STW,Manikganj,Daulatpur (M),Chakmirpur,< 0.5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.0455,90.0293",2198,S99_04148,RIP4148,30/05/1999,24.0455,90.0293,24.4,HTW,Tangail,Mirzapur,Uarsi,131,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.0455,90.0293",2199,S99_04149,RIP4149,30/05/1999,24.0455,90.0293,29.6,HTW,Tangail,Mirzapur,Uarsi,76.5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.0518,90.0047",2196,S99_04146,RIP4146,30/05/1999,24.0518,90.0047,29,HTW,Tangail,Mirzapur,Anaitara,14.5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.0518,90.0047",2197,S99_04147,RIP4147,30/05/1999,24.0518,90.0047,22.9,HTW,Tangail,Mirzapur,Anaitara,6.6,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.0611,89.8820",2215,S99_04165,RIP4165,30/05/1999,24.0611,89.882,36,HTW,Tangail,Nagarpur,Nagarpur,20.2,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.0611,89.8820",2934,S99_06143,RIP6143,30/05/1999,24.0611,89.882,22.9,HTW,Tangail,Nagarpur,Nagarpur,149,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.1020,88.9850",928,S98_03343,RIP1343,22/04/1998,24.102,88.985,35,STW,Kushtia,Bheramara,Mokarimpur,212,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.1020,88.9850",929,S98_03344,RIP1344,22/04/1998,24.102,88.985,97,DTW,Kushtia,Bheramara,Mokarimpur,9.9,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.1184,90.1737",2200,S99_04150,RIP4150,28/05/1999,24.1184,90.1737,25.9,HTW,Tangail,Mirzapur,Ajgana,1.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.1184,90.1737",2201,S99_04151,RIP4151,28/05/1999,24.1184,90.1737,48.8,TARA,Tangail,Mirzapur,Ajgana,< 0.5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.3890,89.9906",2905,S99_06112,RIP6112,26/05/1999,24.389,89.9906,106.7,DTW,Tangail,Kalihati,Kalihati,9.7,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.3890,89.9906",2906,S99_06113,RIP6113,26/05/1999,24.389,89.9906,56.4,HTW,Tangail,Kalihati,Kalihati,16.7,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.4165,90.4463",2854,S99_06061,RIP6061,19/05/1999,24.4165,90.4463,70.1,TARA,Mymensingh,Bhaluka,Birunia,< 0.5,2,1,2,1,1,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.4165,90.4463",2855,S99_06062,RIP6062,19/05/1999,24.4165,90.4463,91.4,DTW,Mymensingh,Bhaluka,Birunia,< 0.5,2,1,2,1,1,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.4284,90.5665",2844,S99_06051,RIP6051,18/05/1999,24.4284,90.5665,51.8,TARA,Mymensingh,Gafargaon,Gaffargaon,< 0.5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.4284,90.5665",2845,S99_06052,RIP6052,18/05/1999,24.4284,90.5665,140.2,DTW,Mymensingh,Gafargaon,Gaffargaon,0.7,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.5020,92.0300",412,S98_02827,RIP0313,25/05/1998,24.502,92.03,26,STW,Maulvibazar,Kulaura,Kulaura,7.4,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.5020,92.0300",413,S98_02828,RIP0314,25/05/1998,24.502,92.03,64,STW,Maulvibazar,Kulaura,Kulaura,32.2,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.5716,90.6886",2875,S99_06082,RIP6082,23/05/1999,24.5716,90.6886,11,HTW,Mymensingh,Nandail,Nandail,< 0.5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.5716,90.6886",2876,S99_06083,RIP6083,23/05/1999,24.5716,90.6886,94.5,DTW,Mymensingh,Nandail,Nandail,7.8,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.5750,91.5130",248,S98_02662,RIP0486,02/06/1998,24.575,91.513,144,DTW,Habiganj,Nabiganj,Nabiganj,50,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.5750,91.5130",561,S98_02976,RIP0487,02/06/1998,24.575,91.513,66,STW,Habiganj,Nabiganj,Nabiganj,10.7,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.7639,90.2659",2145,S99_04095,RIP4095,21/05/1999,24.7639,90.2659,51.8,DTW,Mymensingh,Muktagachha,Ward-2,1.1,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.7639,90.2659",2146,S99_04096,RIP4096,21/05/1999,24.7639,90.2659,12.2,HTW,Mymensingh,Muktagachha,Ward-2,65.6,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.8140,91.7590",225,S98_02639,RIP0320,26/05/1998,24.814,91.759,56,STW,Sylhet,Bishwanath,Bishwanath,53,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.8140,91.7590",420,S98_02835,RIP0322,26/05/1998,24.814,91.759,90,STW,Sylhet,Bishwanath,Bishwanath,2.7,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.8453,89.3648",3013,S99_06224,RIP6224,14/06/1999,24.8453,89.3648,20.1,HTW,Bogra,Bogra Sadar,Pourashava Ward-03,< 0.5,2,1,2,1,1,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.8453,89.3648",3014,S99_06225,RIP6225,14/06/1999,24.8453,89.3648,31.4,DTW,Bogra,Bogra Sadar,Pourashava Ward-03,< 0.5,2,1,2,1,1,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.8480,92.0230",478,S98_02893,RIP0389,27/05/1998,24.848,92.023,180,PTW,Sylhet,Golapganj,Golapganj,4.6,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.8480,92.0230",479,S98_02894,RIP0390,27/05/1998,24.848,92.023,29,STW,Sylhet,Golapganj,Golapganj,4.8,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.8961,90.8837",3210,S99_07053,RIP7053,19/05/1999,24.8961,90.8837,72.2,TARA,Netrokona,Barhatta,Barhatta,< 0.5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.8961,90.8837",3211,S99_07054,RIP7054,19/05/1999,24.8961,90.8837,20.1,HTW,Netrokona,Barhatta,Barhatta,21.6,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"24.9102,89.5415",3004,S99_06215,RIP6215,12/06/1999,24.9102,89.5415,25.3,TARA,Bogra,Sariakandi,Narchi,37.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"24.9102,89.5415",3007,S99_06218,RIP6218,12/06/1999,24.9102,89.5415,14,HTW,Bogra,Sariakandi,Narchi,23.7,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"25.0378,90.2876",2128,S99_04078,RIP4078,19/05/1999,25.0378,90.2876,13.7,HTW,Mymensingh,Haluaghat,Dhurail,3.6,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"25.0378,90.2876",2129,S99_04079,RIP4079,19/05/1999,25.0378,90.2876,61,HTW,Mymensingh,Haluaghat,Dhurail,13,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"25.0466,90.0696",2509,S99_05085,RIP5085,23/05/1999,25.0466,90.0696,45.7,HTW,Sherpur,Sherpur Sadar,Pakuora,2.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.0466,90.0696",2510,S99_05086,RIP5086,23/05/1999,25.0466,90.0696,13.7,HTW,Sherpur,Sherpur Sadar,Pakuora,< 0.5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.0877,90.1834",2516,S99_05092,RIP5092,24/05/1999,25.0877,90.1834,44.2,TARA,Sherpur,Nalitabari,Pourashava,5.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.0877,90.1834",2517,S99_05093,RIP5093,24/05/1999,25.0877,90.1834,12.5,HTW,Sherpur,Nalitabari,Pourashava,17.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.1018,91.2099",2450,S99_05026,RIP5026,14/05/1999,25.1018,91.2099,106.7,HTW,Sunamganj,Tahirpur,Balijuri,1.3,2,1,1,1,2,"same location, depth and date; retained pending reviewer decision",False
repeated_coordinates,"25.1018,91.2099",2451,S99_05027,RIP5027,14/05/1999,25.1018,91.2099,106.7,HTW,Sunamganj,Tahirpur,Taherpur Sadar,6.3,2,1,1,1,2,"same location, depth and date; retained pending reviewer decision",False
repeated_coordinates,"25.1175,91.3259",2441,S99_05017,RIP5017,13/05/1999,25.1175,91.3259,54.9,HTW,Sunamganj,Bishwambarpur,Palash,20.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.1175,91.3259",2442,S99_05018,RIP5018,13/05/1999,25.1175,91.3259,10.7,HTW,Sunamganj,Bishwambarpur,Palash,4,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.1176,91.2619",2448,S99_05024,RIP5024,13/05/1999,25.1176,91.2619,131.1,HTW,Sunamganj,Bishwambarpur,Daskin Badhaghat,57.4,2,1,2,2,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.1176,91.2619",2449,S99_05025,RIP5025,14/05/1999,25.1176,91.2619,149.4,HTW,Sunamganj,Tahirpur,Balijuri,47.7,2,1,2,2,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.1246,90.3866",2134,S99_04084,RIP4084,19/05/1999,25.1246,90.3866,21.9,HTW,Mymensingh,Haluaghat,Gazirbhita,55.6,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"25.1246,90.3866",2135,S99_04085,RIP4085,19/05/1999,25.1246,90.3866,71.6,TARA,Mymensingh,Haluaghat,Gazirbhita,44.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"25.1319,90.4839",2143,S99_04093,RIP4093,29/05/1999,25.1319,90.4839,60,HTW,Mymensingh,Dhobaura,Ghosgaon,171,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"25.1319,90.4839",2144,S99_04094,RIP4094,29/05/1999,25.1319,90.4839,67.1,TARA,Mymensingh,Dhobaura,Goshgaon,19.8,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"25.1376,90.1918",2520,S99_05096,RIP5096,24/05/1999,25.1376,90.1918,48.8,TARA,Sherpur,Nalitabari,Nayabil,137,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.1376,90.1918",2521,S99_05097,RIP5097,24/05/1999,25.1376,90.1918,25.9,HTW,Sherpur,Nalitabari,Nayabil,33.2,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.1453,89.7505",2550,S99_05130,RIP5130,29/05/1999,25.1453,89.7505,22.6,HTW,Jamalpur,Dewanganj,Chukaibari,5.1,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.1453,89.7505",2551,S99_05131,RIP5131,29/05/1999,25.1453,89.7505,7.9,HTW,Jamalpur,Dewanganj,Chukaibari,< 0.5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.2125,89.9042",2525,S99_05102,RIP5102,25/05/1999,25.2125,89.9042,31.4,HTW,Sherpur,Sribardi,Kakilakura,19.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.2125,89.9042",2526,S99_05103,RIP5103,25/05/1999,25.2125,89.9042,13.7,HTW,Sherpur,Sribardi,Kakilakura,< 0.5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.2248,89.9629",2529,S99_05106,RIP5106,25/05/1999,25.2248,89.9629,26.8,HTW,Sherpur,Sribardi,Ranisimal,14.8,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.2248,89.9629",2530,S99_05107,RIP5107,25/05/1999,25.2248,89.9629,13.7,HTW,Sherpur,Sribardi,Ranisimal,3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.4789,89.3640",3429,S99_07272,RIP7272,19/06/1999,25.4789,89.364,45.4,HTW,Rangpur,Pirganj (R),Panchgachhi,36,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"25.4789,89.3640",3430,S99_07273,RIP7273,19/06/1999,25.4789,89.364,19.8,HTW,Rangpur,Pirganj (R),Panchgachhi,7.7,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,True
repeated_coordinates,"25.5659,89.5260",3396,S99_07239,RIP7239,16/06/1999,25.5659,89.526,13.7,HTW,Gaibandha,Sundarganj,Dahabanda,0.6,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"25.5659,89.5260",3397,S99_07240,RIP7240,16/06/1999,25.5659,89.526,18,STW,Gaibandha,Sundarganj,Dahabanda,7.2,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"26.1111,89.6678",3041,S99_06252,RIP6252,19/06/1999,26.1111,89.6678,14.3,HTW,Kurigram,Bhurungamari,Bhurungamari,2.3,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
repeated_coordinates,"26.1111,89.6678",3042,S99_06253,RIP6253,19/06/1999,26.1111,89.6678,59.4,DTW,Kurigram,Bhurungamari,Bhurungamari,3.5,2,1,2,1,2,distinct wells or visits at one location (different depth/date); retain,False
